CUST_Type,CUST_Name,phoneNumber,address,district,longitude,latitude
Low End,Acapuko Bay,542664735,Ghana,South,-0.25793,6.06366
Low End,Ninetys Bar and Grill,246819670,Ghana,South,-0.28588,6.13064
Low End,Adweso Uturn,242685733,Ghana,South,-0.2548315,6.0644116
Mainstream,MARY ATOMIC SPOT(B2),243654737,Accra,South,-0.25331,6.0658
Low End,TINA SPOT(B2),558230593,Accra,South,-0.25239,6.06665
Mainstream,Bubles Pub & Grill,505283764,Accra,South,-0.25239,6.06714
Mainstream,Little Joint Betom-Draught,545770991,Accra,South,-0.25068,6.0707
Mainstream,Ristash Inn,247446222,Ghana,South,-0.2652136,6.0890322
Mainstream,LINDA DOR REST(B1),244938025,Accra,South,-0.26153,6.09268
Mainstream,BENBOW SPOT(A2),553036256,Accra,South,-0.26029,6.09248
Mainstream,TOTAL 2(A1),0203065854,Accra,South,6.09271,6.09271
Mainstream,TOTAL 1(A1),540393025,Accra,South,-0.25816,6.09161
Mainstream,FANTA SPOT(A1),537067675,Accra,South,-0.25771,6.08981
Low End,Executive Pub Ogua,247996559,Ghana,South,-0.25993,6.09014
Mainstream,PRISON VIEW(A1),551392078,Accra,South,-0.26742,6.10076
Mainstream,Bobbi'S Ice Pub Draught,240275550,Accra,South,-0.26658,6.10205
Mainstream,FAIR PLAY ANNEX EFIDUASE,559900252,Accra,South,-0.26728,6.10457
Mainstream,MIDNIGHT PUB KOFORIDUA,244741404,Accra,South,-0.26781,6.10728
Low End,Classic Spot Koforidua,246356603,Ghana,South,-0.26861,6.10884
Wholesaler,C n J Effiduase,244217094,Accra,South,-0.2687171,6.1096166
Mainstream,S&O Enterprise,508267940,Accra,South,-0.26893,6.11097
Mainstream,OLD SOLDIER SPOT(C2),242868231,Accra,South,-0.268449,6.11222
Low End,Nyame Tease,248353996,Accra,South,-0.2691863,6.1123578
Low End,Geobell Wine Shop,248423303,Ghana,South,-0.2701957,6.111548
Low End,No stress lounge,248423303,Ghana,South,-0.2579,6.07871
Mainstream,FRESH AIR(C1),249061616,Accra,South,-0.27051,6.11142
Low End,Kamfo Yehowa,577077718,Ghana,South,-0.27043,6.11119
Wholesaler,EB Wholesale Effiduase,550804348,Accra,South,-0.27151,6.11078
Low End,Old Timers HIGHWAYS,242868231,Ghana,South,-0.273636,6.109496
Mainstream,ONE CORNER(B2),248421720,Accra,South,-0.276883,6.107742
Mainstream,Success Point,544594912,Asokore-Koforidua,South,-0.270185,6.113373
Mainstream,TYME LOUNGE,542152833,Accra,South,-0.27057,6.11432
Low End,Asokore Roman Hill Spot,265170698,Koforidua,South,-0.2771048,6.1237118
Mainstream,Eastern Gate Pub,244050512,Ghana,South,-0.2975979,6.109359
Low End,KOBUS SPOT OPP EASTERN KI,240088852,Accra,South,-0.25352,6.08366
Mainstream,NELSBAN DEPOT,1234,Ghana,South,-0.269428,6.0937849
Low End,First Choice,240413434,Ghana,South,-0.269468,6.094052
Low End,Adeepena Spot,201976009,Ghana,South,-0.26685,6.09634
Mainstream,ROOF PUB(A2),552475040,Accra,South,-0.2668,6.09668
Low End,Pub 7,542169549,Ghana,South,-0.2651579,6.0973462
Low End,JULIAN SPOT(B3),242288619,Accra,South,-0.26308,6.09911
Low End,Evelyn Spot New,244202302,Accra,South,-0.2625924,6.0961253
Low End,Evelyn spot,244964849,Ghana,South,-0.2625924,6.0961253
Low End,The Joint Efie Ni Fie,208149323,Accra,South,-0.26043,6.04042
Wholesaler,ADU BOAFO AGATHA MKT(A2),203411184,Accra,South,-0.26274,6.09154
Low End,KOFCITY PUB(A2),244880835,Accra,South,-0.262351,6.0913363
Low End,CHARSAY SPOT(A2),276004741,Accra,South,-0.2629681,6.0905666
Low End,just here pub,244719293,Ghana,South,-0.2655598,6.089451
Mainstream,TIMBERLAND SPOT(B3),548755891,Accra,South,-0.26917,6.08752
Mainstream,Paradise SPOT,208260779,Asokore-Koforidua,South,-0.270082,6.087179
Wholesaler,Ampong Morgan Ventures,247123464,Techiman,North,-1.94402,7.5808
Mainstream,EAGLE CITI(B2),246542699,Accra,South,-0.276716,6.086944
Mainstream,Parliament pub,244736558,Accra,South,-0.276652,6.084769
Mainstream,SUPREME PUB(C1),243701936,Accra,South,-0.27364,6.08386
Low End,Summit Lodge,242760397,Ghana,South,-0.2672898,6.0785437
Mainstream,KOFORIDUA TENNIS CLUB(A1),277479523,Accra,South,-0.26630,6.08686
Mainstream,BATRAMS(B3),550885958,Accra,South,-0.33124,5.68454
Mainstream,Maa Adorkor,542676547,Ghana,South,-0.2896663,5.6268181
Mainstream,Goil Service Station Tabo,0+233 54 68,Ghana,South,-0.261943,5.6126411
Mainstream,ashanti home touch,204581963,Ghana,South,-0.25058,5.60536
Mainstream,warm up,243345771,Ghana,South,-0.24193,5.60107
Mainstream,Dee Johnny,506986903,Ghana,South,-0.195414,5.5984092
Mainstream,Ojaz,507337342,Ghana,South,-0.23549,5.5975
High End,Palace Spintex,507077904,Ghana,South,-0.15633,5.62564
Mainstream,Petit,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Jessy spot,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Little spot,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Debull,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Alice's corner,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Pavement,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Emmaco,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Sweat mandy,507337342,Ghana,South,-0.23549,5.5975
High End,Maxmart Cantonment Express,506323666,Ghana,South,-0.16519,5.5772
Mainstream,Solo and co,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Dans bar,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Grace of god ent,507337342,Ghana,South,-0.23549,5.5975
Mainstream,American bar,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Always humble,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Antarpong,554144756,Ghana,South,-0.24018,5.60143
Wholesaler,Susan Ent,244603198,Accra,South,-0.2411706,5.6024816
Mainstream,Keegee Hotel,0+233 3 24,Ghana,South,-0.258139,5.631733
Low End,OSEIKROM SPOT(C3),279429300,Accra,South,-0.3262253,5.7707767
Low End,BOBO SPECIAL SOPT(C3),278318916,Accra,South,-0.33823,5.80939
Low End,NEW JERSY(C3),541962365,Accra,South,-0.34045,5.80906
Low End,Enye  Mahuoden,570285199,Accra,South,-0.34401,5.81338
Low End,PEACE CORNER(C3),208743833,Accra,South,-0.3468998,5.8162255
Low End,FILDOR SPOT(C3),243172469,Accra,South,-0.35377,5.82279
Low End,PALEMOR CENTRAL(A3),244728406,Accra,South,-0.35383,5.82268
Low End,TIME CHANGES-NSAWAM(C1),248552437,Accra,South,-0.3538,5.82277
Low End,AFTER FIVE(C2),502398745,Accra,South,-0.35209,5.80596
Low End,ALL SHALL PASS-NSAWAM(C3),548524563,Accra,South,-0.35276,5.80522
Low End,NO SHAKING-NSAWAM (C1),241587456,Accra,South,-0.35276,5.80525
Mainstream,EMPRESS PUB(XX),244629226,Accra,South,-0.3579,5.74265
Mainstream,Gbawe Hill Top Sports Bar,0+233 24 47,Ghana,South,-0.315258,5.65489
Mainstream,one step spot,205863996,Ghana,South,-0.29099,5.59998
High End,Maxmart A&C,244272727,Ghana,South,-0.15257,5.64171
Mainstream,Abi's joint,567485632,Ghana,South,-0.28032,5.59218
Mainstream,chriskas,244753006,Ghana,South,-0.27777,5.59441
Mainstream,Couples Pride,244753006,Ghana,South,-0.27777,5.59441
Mainstream,Queen Victoria,0+233 3 291,Ghana,South,-0.276888,5.5992435
Mainstream,Regy's Annex,243528021,Ghana,South,-0.27072,5.59684
Mainstream,Kismet,242857131,Accra,South,-0.27119,5.59601
Mainstream,Klev pub,243747459,Ghana,South,-0.26955,5.59424
Mainstream,Obimanso pub,244252151,Ghana,South,-0.2683874,5.5910754
Wholesaler,Above Ent,246872222,Ghana,South,-0.2665919,5.589259
Mainstream,Boafo spot,245816974,Ghana,South,-0.26574,5.58785
High End,Maxmart Airport,256893944,Ghana,South,-0.18269,5.60921
Wholesaler,Rosanta Ent,248659733,Ghana,South,-0.2645149,5.5840533
Wholesaler,Mankasah Ent,244977410,Ghana,South,-0.2645115,5.5839077
Wholesaler,Samdzro Ent,243331174,Accra,South,-0.2504291,5.6144312
High End,Maxmart 37,244332444,Ghana,South,-0.18039,5.59126
Mainstream,Bibiara ye fine,248258230,Ghana,South,-0.2871939,5.573858
Wholesaler,Banasco wholesale,243263229,Accra,South,-0.11991,5.57853
Wholesaler,Libben Enterprise,244760945,Accra,South,-0.14532,5.68069
Mainstream,Area 38,545529912,Accra,South,-0.25512,5.6316
Mainstream,Vickybanns and Co Limited,244437704,Accra,South,-0.29979,5.64139
Wholesaler,lawrenda ENt.,243675728,Ghana,South,-0.2896346,5.5751456
Wholesaler,Julie Mike ventures,244233058,Ghana,South,-0.29438,5.57706
Mainstream,variety pub,244030693,Ghana,South,-0.3027365,5.577264
Mainstream,Soja Bar,245925946,Ghana,South,-0.3070346,5.5758479
Mainstream,Pentecost Pensions Guest,1234,Ghana,South,-0.31856,5.5856811
Mainstream,De bypass kitchen and lounge,266656733,Accra,South,-0.20797,5.64705
Mainstream,Snowlsland,208354689,Ghana,South,-0.3095332,5.5831012
Mainstream,T. Base,208354689,Accra,South,-0.30953,5.58310
Wholesaler,Jannykwa,208354689,Ghana,South,-0.3095332,5.5831012
Wholesaler,LIB,208354689,Ghana,South,-0.3095332,5.5831012
Wholesaler,Eddy Okwe,208354689,Ghana,South,-0.3095332,5.5831012
Wholesaler,Sis Amee,208354689,Ghana,South,-0.3095332,5.5831012
Wholesaler,Mrs. Sackey,507337342,Ghana,South,-0.3095332,5.5831012
Wholesaler,Kwadwo Acheampong,246751276,Accra,South,-0.20921,5.54921
Wholesaler,T & J,208354689,Ghana,South,-0.3095332,5.5831012
Mainstream,Princella 2,208354689,Ghana,South,-0.3095332,5.5831012
Wholesaler,Peace,507337342,Ghana,South,-0.3095332,5.5831012
Wholesaler,Bannen Ray,208354689,Ghana,South,-0.3095332,5.5831012
Wholesaler,El Juvinet,27604333,Accra,South,-0.20898,5.54873
Wholesaler,Samnessa Vent.,208354689,Ghana,South,-0.3095332,5.5831012
Wholesaler,Malteeds,208354689,Ghana,South,-0.3095332,5.5831012
Wholesaler,Nenteky,208354689,Ghana,South,-0.3095332,5.5831012
Wholesaler,Hawkway Family,208354689,Ghana,South,-0.3095332,5.5831012
Wholesaler,Remedy,507337342,Ghana,South,-0.3095332,5.5831012
Wholesaler,Sparkung,208354689,Ghana,South,-0.3095332,5.5831012
Wholesaler,Eagle Ventures,244626373,Accra,South,-0.05436,5.61901
Wholesaler,Sis. Amerley,208354689,Ghana,South,-0.3095332,5.5831012
Wholesaler,Southmoor,204598076,Accra,South,-0.05436,5.61901
Wholesaler,Iflourish,262638867,Accra,South,-0.1006,5.62061
Wholesaler,Nora,208354689,Ghana,South,-0.3095332,5.5831012
Wholesaler,Asante & Asante,249264090,Accra,South,-0.16831,5.67887
Wholesaler,Hannah,507337342,Ghana,South,-0.3095332,5.5831012
Wholesaler,Winfranto,208354689,Ghana,South,-0.3095332,5.5831012
Wholesaler,Christy,507337342,Ghana,South,-0.3095332,5.5831012
Wholesaler,JOSNARTEY VENTURES,544016267,Ghana,South,-0.00556,5.66057
Wholesaler,SWEET TEMENS,593904672,Ghana,South,-0.01207,5.66653
Wholesaler,Lady 2012,208354689,Ghana,South,-0.3095332,5.5831012
Wholesaler,Sunkwa Ventures,208354689,Ghana,South,-0.3095332,5.5831012
Wholesaler,Bertaland,208354689,Ghana,South,-0.3095332,5.5831012
Wholesaler,NA ANKRAH AND CO.LTD,545829660,Accra,South,-0.33935,5.50912
Wholesaler,Care Guide,507337342,Ghana,South,-0.3095332,5.5831012
Wholesaler,Mabel Tettey,208354689,Accra,South,-0.30953,5.5831
Wholesaler,Amerley,208354689,Ghana,South,-0.29398089,5.5831012
Wholesaler,Essuman,507337342,Ghana,South,-0.3095332,5.5831012
Wholesaler,E.O.B,208354689,Ghana,South,-0.3095332,5.5831012
Wholesaler,3 BG,208354689,Ghana,South,-0.3095332,5.5831012
Wholesaler,Crown Cork,208354689,Ghana,South,-0.3095332,5.5831012
Mainstream,NEKTWAK PUB,240749099,Ghana,South,-0.01576,5.73276
Mainstream,Milliano,208354689,Ghana,South,-0.3095332,5.5831012
Wholesaler,Kokoase,208354689,Ghana,South,-0.3095332,5.5831012
Wholesaler,Jusante Consult,241653746,Ghana,South,-0.76967,6.55218
Mainstream,ONE MAN NO CHOP SPOT,546924012,Accra,South,-0.2606,5.53442
High End,Four Points,20 933 3992,Accra,South,-0.17912,5.61315
Mainstream,Chase Hotel,507337342,Ghana,South,-0.3095332,5.5831012
Wholesaler,Mame Serwah,208354689,Ghana,South,-0.3095332,5.5831012
Wholesaler,PX BERVERAGES HUB,548710208,Accra,South,-0.24974,5.57995
Wholesaler,Commodore,208354689,Ghana,South,-0.3095332,5.5831012
Wholesaler,Hamdi,507337342,Ghana,South,-0.3095332,5.5831012
High End,Melcom Achimota Mall,267978529,Accra,South,-0.24106,5.63743
Wholesaler,Glosado,507337342,Ghana,South,-0.3095332,5.5831012
Wholesaler,Floremart,507337342,Ghana,South,-0.3095332,5.5831012
Mainstream,Dekay,548084368,Accra,South,-0.3095332,5.5831012
Wholesaler,Ginas'h,244044357,Accra,South,-0.25733,5.60636
Retailer,Parliament Pub,556298076,Ghana,South,-0.18105,5.71466
Mainstream,Mandy's pub,202774772,Ghana,South,-0.26764,5.58028
Wholesaler,Mighty Tower Ent,244046751,Ghana,South,-0.2638705,5.5821622
Wholesaler,Erimec and Co Limited,246532497,Accra,South,-0.23480,5.55954
Wholesaler,Phinlex Ent,244654899,Ghana,South,-0.2522902,5.5911809
Wholesaler,nyame na ye,244940634,Ghana,South,-0.235671,5.5992059
Wholesaler,Merconova Impex LTD,244739352,Accra,South,-0.21980,5.55415
High End,NN Ventures,506614267,Ghana,South,-0.06610,5.63186
Wholesaler,Leti's ent,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Food bank,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Ami?s place,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Macleans ventures,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Yellow kiosk,507337342,Ghana,South,-0.23549,5.5975
Mainstream,U & I drinking spot,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Tesano cottage,245902148,Accra,South,-0.23549,5.5975
Wholesaler,Reggies store,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Parliament square,507337342,Ghana,South,-0.23549,5.5975
Mainstream,old timers,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Kwash pub,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,People's corner,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Kuukua spot,507337342,Ghana,South,-0.23549,5.5975
Mainstream,S.d.s spot,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Omario bar,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Inner circle,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Christina Ent.,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Anadwo ede,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Akos spot,507337342,Ghana,South,-0.2453217,5.5975
Mainstream,Mao Spot,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Joyce spot,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Spiko,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Tina spot,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Road side pub,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Nine nine spot,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Macarthy plesure point,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Momies spot,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Mango ase garden,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Ma-liez ent,507337342,Ghana,South,-0.23549,5.5975
Mainstream,E and k drinking,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Dunia,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Don't give up,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Dickies pub,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Channel joint,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Birthday,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Baah tima fie,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Hello ent,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Princess palace,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Mc kay's,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Maggis pub,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Maggis kitchen,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Suro nipa spot,507337342,Ghana,South,-0.23549,5.5975
Mainstream,The parliament,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Nine nine,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Napoli lodge,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Lucky pub,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Las palmas,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Hill view,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Heavy do,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Gold fingers spot,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Akyimens spot,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Point 5,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Mama chissy,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Main manhood spot,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Jesus is lord,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Delta spot,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Tarrazo spot,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Rita spot,507337342,Ghana,South,-0.23549,5.5975
Mainstream,L'argent pub,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Invisible Hotel,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Corners inn,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Hasbeck ent,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Gbc,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Fridays,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Prestige bar,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Koomlee,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Julimat,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Babwe spot,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Time square,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Loving spot,507337342,Ghana,South,-0.23549,5.5975
Mainstream,D. Spot,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,all shall pass,507337342,Ghana,South,-0.2282724,5.5975
Mainstream,Jasco bar,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Doris ent,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Xfinity pub,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Lizo spot,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Little joint,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,B and G,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Getty and friends,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Tesano cottage,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Princess pub,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Bristish pub,507337342,Ghana,South,-0.23549,5.5975
Mainstream,9 am chop bar,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Royal village,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Royal one ventures,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Tanita,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Lovers spot,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Real onyx,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Ebenezer ent.,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Witty spot,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Brihannis,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Big time,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Time & time,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Nhyera nka nyame,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Check point,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Chill out,507337342,Ghana,South,-0.2378833,5.5975
Mainstream,Jay's spot,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Fantasy ent,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Brown k,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Abigails pub,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Still makers,507337342,Ghana,South,-0.23549,5.5975
Mainstream,A ? one spot,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Cohana,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,B and c ent,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Akwadum hotel,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Africa spot,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Peaceful heaven,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Moosh r&b,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Vivian spot,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Sis theresa,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,The base,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Nico spot,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,L'argent,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Auntie bee de 1000,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Alewo spot,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Micasa,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Mavelous,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Califonia,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Ofori ent,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Nana yaa ventures,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Labour ent,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Pleasure point,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Passion,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Mawuli spot,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Ju-k corner spot,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Fadama grand spot,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Ethel Jacks,507337342,Ghana,South,-0.23549,5.5975
Mainstream,FEAST RESTURANT,243988321,Accra,South,-0.23549,5.5975
Mainstream,3k,507337342,Ghana,South,-0.23549,5.5975
Mainstream,One man no chop bar,507337342,Ghana,South,-0.23549,5.5975
Mainstream,De gold,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Queens kitchen,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Ab spot,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Lady dee,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Mavaad pub,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Five star club,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Fantomas ent.,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Don?t rush,507337342,Ghana,South,-0.23549,5.5975
Mainstream,M touch,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Citi pub,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Amanmreso,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Pope house,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Micage spot,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Mary gold,507337342,Ghana,South,-0.23549,5.5975
Mainstream,K one pub,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,First home wood ventures,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Obuor,507337342,Ghana,South,-0.23549,5.5975
