CUST_Type,CUST_Name,phoneNumber,address,district,longitude,latitude
Low End,Dade kpanya,272704158,Accra,South,-0.24065,5.52708
Low End,Be serious,555950728,Somanya,South,-0.01446,6.10487
Low End,Desmond spot,550987390,Bolga,North,-0.93472,10.9568
Low End,Vich,243785884,Accra,South,-0.17532,5.71511
Low End,W A,551963975,Accra,South,-0.17532,5.71511
Low End,WASHING BASE SPOT TAKINTA,533566896,Accra,South,-2.54296,5.07552
Low End,Linda Linda,533305873,Bolga,North,-0.84509,10.7939
Low End,Dj spot,246078950,Bolga,North,-0.93472,10.9568
Low End,Gbisaa,592932750,Damango,North,-0.00681,9.44089
Low End,C A Godway,243746845,Somanya,South,-0.01446,6.10487
Low End,Lindas bar,242004121,Bolga,North,-0.84509,10.7939
Low End,ASHELAND VENTURES,1234567,Accra,South,-0.17532,5.71511
Low End,Adisah,536385366,Tamale,North,-0.85778,9.47728
Low End,DE HACKS - MAGGS PUB(B3),242368552,Accra,South,-0.24619,5.53926
Low End,Ogbley pub,240773317,Accra,South,0.02294,5.65149
Low End,Gboza,252266779,Damango,North,-0.00681,9.44089
Low End,Yaaaaaaa,243456700,Accra,South,-0.17532,5.71511
Low End,Man U,243683038,Accra,South,-0.24366,5.53904
Low End,Darko Trotro,539560050,Accra,South,-0.24065,5.52708
Low End,Awo,245556780,Accra,South,-0.17532,5.71511
Low End,Abrantie Spot,240912487,Accra,South,-1.7787,4.92829
Low End,Cool Down,576884835,Somanya,South,-0.01446,6.10487
Low End,Lovers Pub,206100919,Bolga,North,-0.84509,10.7939
Low End,Donatus,547249534,Bolga,North,-0.93472,10.9568
Low End,De youth,-508948627,Accra,South,-0.24619,5.53926
Low End,Adisah bar,536385386,Tamale,North,-0.85778,9.47728
Low End,Olivia spot,249246029,Accra,South,0.02294,5.65149
Low End,Gladys bar,244503459,Damango,North,-0.00681,9.44089
Low End,AWONYE,246401033,Accra,South,-0.17532,5.71511
Low End,Meet Me There,241661686,Accra,South,-0.24366,5.53904
Low End,Vida bar,257042793,Bolga,North,-0.84509,10.7939
Low End,DD,275860373,Accra,South,-0.24065,5.52708
Low End,Akpaki,534301563,Accra,South,-1.7787,4.92829
Low End,Dautey,249510201,Somanya,South,-0.01446,6.10487
Low End,Mabel,545875534,Bolga,North,-0.84509,10.7939
Low End,De-youth pub,538084074,Accra,South,-0.24619,5.53926
Low End,Agorogo spot,530110354,Tamale,North,-0.85778,9.47728
Low End,Doris spot,542185906,Bolga,North,-0.93472,10.9568
Low End,Obuo spot,243417094,Accra,South,0.02294,5.65149
Low End,Hilltop,542652280,Damango,North,-0.00681,9.44089
Low End,De go,272382482,Accra,South,-0.24619,5.53926
Low End,One Conner,543543061,Accra,South,0.02294,5.65149
Low End,WILLIAM ASSABIAH,555692193,Accra,South,-2.54296,5.07552
Low End,AWONYE,1234567,Accra,South,-0.17532,5.71511
Low End,Akande bar,545393294,Tamale,North,-0.85778,9.47728
Low End,Koare Buug,241799946,Bolga,North,-0.84509,10.7939
Low End,DJABS JOINT(B2),0,Somanya,South,-0.01446,6.10487
Low End,Dunga Fraud boy,577527490,Accra,South,-0.24065,5.52708
Low End,James Kunji Bar,553317722,Damango,North,-0.00681,9.44089
Low End,Edmond spotted,242008361,Bolga,North,-0.93472,10.9568
Low End,Naadesh spot,249078288,Accra,South,-0.24366,5.53904
Low End,Manager bar Tarkwa,241387066,Bolga,North,-0.84509,10.7939
Low End,Beatrice Acheampon,556298076,Accra,South,-0.17532,5.71511
Mainstream,Buchiee's Pub,541684382,Accra,North,-1.51597,6.73204
Low End,One Corner Spot,555727581,Accra,South,0.02294,5.65149
Low End,Angu,245745603,Accra,South,-1.7787,4.92829
Low End,Akuro seidu Amos,542192466,Tamale,North,-0.85778,9.47728
Low End,Lion bar,532933355,Bolga,North,-0.84509,10.7939
Low End,New Orleans,558529442,Accra,South,-0.24366,5.53904
Low End,Easol motors,243080278,Accra,South,-0.24065,5.52708
Low End,Dora Spot,205496850,Somanya,South,-0.01446,6.10487
Low End,Elijah spot,248264113,Bolga,North,-0.93472,10.9568
Low End,Martha,559468923,Bolga,North,-0.84509,10.7939
Low End,Beck Kay,208694677,Accra,South,-0.17532,5.71511
Low End,Double T Pub,246699049,Accra,South,-0.24619,5.53926
Low End,Oneside pub,246911187,Accra,South,0.02294,5.65149
Low End,Anitas Spot,558687301,Accra,South,-1.7787,4.92829
Low End,Jamess Bar,542423083,Damango,North,-0.00681,9.44089
Low End,Albert bar,545353107,Tamale,North,-0.85778,9.47728
Low End,Adrina,536010174,Bolga,North,-0.84509,10.7939
Low End,O.B shop,273201520,Accra,South,-0.24366,5.53904
Low End,Eben,505081991,Accra,South,-0.24065,5.52708
Low End,Emma spot,542377802,Bolga,North,-0.93472,10.9568
Low End,Enye Nyame Den spot,244742103,Somanya,South,-0.01446,6.10487
Low End,Mary Gbane,532662621,Bolga,North,-0.84509,10.7939
Low End,Janmart,Janmart,Damango,North,-0.00681,9.44089
Low End,Becky (Ghana Card),248627790,Accra,South,-0.17532,5.71511
Low End,Otoo,243588902,Accra,South,0.02294,5.65149
Low End,Atobiase Spot,547723591,Accra,South,-1.7787,4.92829
Low End,Down Town,246588578,Accra,South,-0.24619,5.53926
Low End,Alex bar,599097464,Tamale,North,-0.85778,9.47728
Low End,Evans Spott,245730347,Bolga,North,-0.93472,10.9568
Low End,Findack,500064995,Somanya,South,-0.01446,6.10487
Low End,Ma-yanka,247477115,Bolga,North,-0.84509,10.7939
Low End,Ben bar,540404933,Bolga,North,-0.84509,10.7939
Low End,Oliver twist shack,249337265,Accra,South,-0.24366,5.53904
Low End,JB stores,208119011,Damango,North,-0.00681,9.44089
Low End,Becky (Ghana Card),1234567,Accra,South,-0.17532,5.71511
Low End,Dedei Killer,249234160,Accra,South,-0.24065,5.52708
Low End,Sohiyin,203406241,Bolga,North,-0.84509,10.7939
Low End,Mimi Sam pub,242078448,Accra,South,-0.24366,5.53904
Low End,Amos pub,551567016,Accra,South,-1.7787,4.92829
Low End,Ever green spot,247833429,Bolga,North,-0.93472,10.9568
Low End,G Unit,243662224,Somanya,South,-0.01446,6.10487
Low End,Mayanka bar,246477114,Bolga,North,-0.84509,10.7939
Low End,Amanda canteen,549293148,Tamale,North,-0.85778,9.47728
Low End,Dzorwulu Esther,243382893,Accra,South,-0.24619,5.53926
Low End,Sunday bar,547507900,Bolga,North,-0.84509,10.7939
Low End,Paradise pub,553074129,Accra,South,-0.24366,5.53904
Low End,Jk Makayili,249640551,Damango,North,-0.00681,9.44089
Low End,Regina,552882883,Accra,South,0.02294,5.65149
Low End,Elvis Ent,594980813,Accra,South,-0.24065,5.52708
Low End,Better logossou,550789946,Accra,South,-0.17532,5.71511
Low End,Big Time Pub,5411189044,Accra,South,-1.7787,4.92829
Low End,Feel @ Home spot,248705011,Bolga,North,-0.93472,10.9568
Low End,Good pub,549115345,Somanya,South,-0.01446,6.10487
Low End,Elizabeth Nelley Nettey,550045513,Accra,South,-0.24065,5.52708
Low End,MB bar,2497377343,Bolga,North,-0.84509,10.7939
Low End,Paradise Night,246537069,Accra,South,0.02294,5.65149
Low End,Amina bar,558831241,Tamale,North,-0.85778,9.47728
Low End,Atopa Spot,249031430,Accra,South,-1.7787,4.92829
Low End,Ebony pub,240100855,Accra,South,-0.24619,5.53926
Low End,Dromo Naa Pub,501097337,Accra,South,-0.24619,5.53926
Low End,Rose Pipe,541920451,Accra,South,0.02294,5.65149
Low End,1 Don,542135863,Bolga,North,-0.84509,10.7939
Low End,Apunjeii locals,543937205,Tamale,North,-0.85778,9.47728
Low End,Jnr Original,554838400,Damango,North,-0.00681,9.44089
Low End,Emmys,541757902,Accra,South,-0.24065,5.52708
Low End,Parliament spot,551476898,Accra,South,-0.24366,5.53904
Low End,JoJo one,246789001,Damango,North,-0.00681,9.44089
Low End,Emma Obuor,249999111,Accra,South,-0.24065,5.52708
Low End,Flex spot,247833429,Bolga,North,-0.93472,10.9568
Low End,Betty,543553134,Accra,South,-0.17532,5.71511
Low End,Kai Me Bre Spot,241132213,Somanya,South,-0.01446,6.10487
Low End,parliment spot,249110561,Accra,South,-0.24366,5.53904
Low End,Big Time Pub,541189044,Accra,South,-1.7787,4.92829
Low End,24 hour,24128466,Bolga,North,-0.84509,10.7939
Low End,Kencity,544129726,Somanya,South,-0.01446,6.10487
Low End,Mbortys Joint(Lucy),244678600,Bolga,North,-0.84509,10.7939
Low End,MERCY SPOT,249110561,Bolga,North,-0.84509,10.7939
Low End,Ebony spot,556059120,Accra,South,-0.24619,5.53926
Low End,Apunjeii locals,548267271,Tamale,North,-0.85778,9.47728
Low End,Bright Obeng,244098003,Accra,South,-0.17532,5.71511
Low End,Fosters spot,248810159,Bolga,North,-0.93472,10.9568
Low End,Rose Pipe,547920451,Accra,South,0.02294,5.65149
Low End,EDDYS TOTAL SPOT(C3),244771786,Accra,South,-0.24619,5.53926
Low End,Blue Diamond,245673374,Accra,South,-1.7787,4.92829
Low End,EMMYS PUB(B3),541757902,Accra,South,-0.24065,5.52708
Low End,Azonto spot,548726545,Tamale,North,-0.85778,9.47728
Low End,Sailors Inn,540608571,Accra,South,0.02294,5.65149
Low End,Abena kajetia,554240547,Bolga,North,-0.84509,10.7939
Low End,Bright Obeng,1234567,Accra,South,-0.17532,5.71511
Low End,Porshey,596732009,Accra,South,-0.24366,5.53904
Low End,Erica Buabeng,543719922,Accra,South,-0.24065,5.52708
Low End,Kofi D Abaa,244545950,Somanya,South,-0.01446,6.10487
Low End,Mercy spot Nyogbare,544815260,Bolga,North,-0.84509,10.7939
Low End,Freedom spot,556294786,Bolga,North,-0.93472,10.9568
Low End,Junas memorial lodge,542327308,Damango,North,-0.00681,9.44089
Low End,Elton Spot,248451731,Accra,South,-0.24619,5.53926
Low End,CASS,2.33243E+11,Accra,South,-0.17532,5.71511
Low End,Salomay,202060952,Accra,South,0.02294,5.65149
Low End,Cocoa Ase Amanten,247817136,Accra,South,-1.7787,4.92829
Low End,Belga bar,557771488,Tamale,North,-0.85778,9.47728
Low End,Eunice Quarcoo,557603766,Accra,South,-0.24065,5.52708
Low End,Abena kajetia,554240574,Bolga,North,-0.84509,10.7939
Low End,LEVEL 4 SPOT(A3),244781189,Somanya,South,-0.01446,6.10487
Low End,Potay,244640182,Accra,South,-0.24366,5.53904
Low End,Karims Bar,246474093,Damango,North,-0.00681,9.44089
Low End,Freedom spot,594101130,Bolga,North,-0.93472,10.9568
Low End,Mercys Spot,543654978,Bolga,North,-0.84509,10.7939
Low End,Emeka,536810919,Accra,South,-0.24619,5.53926
Low End,CECIS LINK(A3),554388139,Accra,South,-0.17532,5.71511
Low End,Judith Bar,554432650,Damango,North,-0.00681,9.44089
Low End,Samuel yawson,555553810,Accra,South,0.02294,5.65149
Low End,Phonix pub,559326792,Accra,South,-0.24366,5.53904
Low End,Cocoa Ase Benso,531454229,Accra,South,-1.7787,4.92829
Low End,24/7 mesize bar,592408780,Bolga,North,-0.84509,10.7939
Low End,Blue bar,549914332,Tamale,North,-0.85778,9.47728
Low End,Bubu Spot,249321923,Accra,South,-1.7787,4.92829
Low End,Evelyn Tetteh,557109178,Accra,South,-0.24065,5.52708
Low End,Living arm,245006902,Somanya,South,-0.01446,6.10487
Low End,Guys spot,241646667,Bolga,North,-0.93472,10.9568
Low End,Isaac spot,541391484,Bolga,North,-0.93472,10.9568
Low End,Abigail,553664853,Bolga,North,-0.84509,10.7939
Low End,Monica,550375841,Bolga,North,-0.84509,10.7939
Low End,Level 400 Somanya,244300592,Somanya,South,-0.01446,6.10487
Low End,Epes kitchen,244541295,Accra,South,-0.24619,5.53926
Low End,Remember me,553217572,Accra,South,-0.24366,5.53904
Low End,Bowina bar,537437397,Tamale,North,-0.85778,9.47728
Low End,KBN Bar,547265439,Damango,North,-0.00681,9.44089
Low End,Kinty Ent.,257994409,Damango,North,-0.00681,9.44089
Low End,Abigail sakoti,538170992,Bolga,North,-0.84509,10.7939
Low End,Room six pub,591385635,Accra,South,-0.24366,5.53904
Low End,CINDIX RESTAURANT AND BAR,538062991,Accra,South,-0.17532,5.71511
Low End,Fatigue Ibrahim,242872523,Accra,South,-0.24065,5.52708
Low End,CINDIX RESTAURANT AND BAR,1234567,Accra,South,-0.17532,5.71511
Low End,Epes,208438498,Accra,South,-0.24619,5.53926
Low End,Mk drinking spot,543433201,Bolga,North,-0.84509,10.7939
Low End,Sarah spot,591623105,Accra,South,0.02294,5.65149
Low End,Cocoa Ase Spot,247817136,Accra,South,-1.7787,4.92829
Low End,Cathedral inn spot,243565531,Tamale,North,-0.85778,9.47728
Low End,Fausti Atukwei wife,248426582,Accra,South,-0.24065,5.52708
Low End,Adongo Oliver bar Obuasi,540201162,Bolga,North,-0.84509,10.7939
Low End,Joe spot,242886564,Bolga,North,-0.93472,10.9568
Low End,LIZYS(B3),0,Somanya,South,-0.01446,6.10487
Low End,Eva,Eva,Accra,South,-0.24619,5.53926
Low End,KJ,598579524,Damango,North,-0.00681,9.44089
Low End,CLOUD 9 PUB,545950688,Accra,South,-0.17532,5.71511
Low End,She spot,544671777,Accra,South,-0.24366,5.53904
Low End,Monica drinking spot,539641455,Bolga,North,-0.84509,10.7939
Low End,SECRET CORNER(C1),555187568,Accra,South,0.02294,5.65149
Low End,Dubai spot,545353217,Accra,South,-1.7787,4.92829
Low End,Chef Musah,542469347,Tamale,North,-0.85778,9.47728
Low End,Adrina,246529867,Bolga,North,-0.84509,10.7939
Low End,Shee Spot,546530261,Accra,South,-0.24366,5.53904
Low End,Nana,543062673,Somanya,South,-0.01446,6.10487
Low End,Fofo Rice,270320941,Accra,South,-0.24065,5.52708
Low End,Judith spot Yua,599319914,Bolga,North,-0.93472,10.9568
Low End,David Spot,241686870,Accra,South,-1.7787,4.92829
Low End,Monica drinking spot,20334566,Bolga,North,-0.84509,10.7939
Low End,Seaman Ashitey,545463145,Accra,South,0.02294,5.65149
Low End,CLOUD 9 PUB,1234567,Accra,South,-0.17532,5.71511
Low End,Peace,545098108,Somanya,South,-0.01446,6.10487
Low End,Kapio spot,593699166,Bolga,North,-0.93472,10.9568
Low End,Chololo spot,559161008,Tamale,North,-0.85778,9.47728
Low End,Geo Yak Ent,244582844,Accra,South,-0.24619,5.53926
Low End,Monica spot,244467854,Bolga,North,-0.84509,10.7939
Low End,Simeon,503543783,Accra,South,0.02294,5.65149
Low End,France Home,597232981,Accra,South,-0.24065,5.52708
Low End,Shepherd Inn,205862818,Accra,South,-0.24366,5.53904
Low End,Adrina bar Gbane,246529876,Bolga,North,-0.84509,10.7939
Low End,CLUB 9,246190886,Accra,South,-0.17532,5.71511
Low End,Kwofieee,209983377,Damango,North,-0.00681,9.44089
Low End,Fabewoso Spot,554687301,Accra,South,-1.7787,4.92829
Low End,Raveecko,246476806,Somanya,South,-0.01446,6.10487
Low End,Keep fit spot,546902145,Bolga,North,-0.93472,10.9568
Low End,Monica super A1,555580623,Bolga,North,-0.84509,10.7939
Low End,Cool spot,247447243,Tamale,North,-0.85778,9.47728
Low End,Ghana atomic energy,246183457,Accra,South,-0.24619,5.53926
Low End,Lim,503322446,Damango,North,-0.00681,9.44089
Low End,Kwesi bar,243218828,Damango,North,-0.00681,9.44089
Low End,small london,241486464,Accra,South,-0.24366,5.53904
Low End,Executive,Executive,Accra,South,-0.24619,5.53926
Low End,Agartha bar,549286323,Bolga,North,-0.84509,10.7939
Low End,Eva,Eva,Accra,South,-1.7787,4.92829
Low End,Sister Ama,574933511,Accra,South,0.02294,5.65149
Low End,Shepherd Inn,205862818,Accra,South,0.02294,5.65149
Low End,Francisca Attitsogbe,545891391,Accra,South,-0.24065,5.52708
Low End,COKWASONG VENTURES(ABOKOBI POL,244538740,Accra,South,-0.17532,5.71511
Low End,George Asante,559052146,Accra,South,-0.24065,5.52708
Low End,Davids bar,554321748,Tamale,North,-0.85778,9.47728
Low End,Akelmora bar,547049375,Bolga,North,-0.84509,10.7939
Low End,small london,244522513,Accra,South,-0.24366,5.53904
Low End,Tontonte,558200810,Somanya,South,-0.01446,6.10487
Low End,Lindas bar,242004121,Damango,North,-0.00681,9.44089
Low End,Kwame spot,24670464,Bolga,North,-0.93472,10.9568
Low End,COKWASONG VENTURES(ABOKOBI POL,1234567,Accra,South,-0.17532,5.71511
Low End,Friday Spot,246398882,Accra,South,-1.7787,4.92829
Low End,Vees ENT,243572797,Somanya,South,-0.01446,6.10487
Low End,Leticia spot,593230505,Bolga,North,-0.93472,10.9568
Low End,De lious,532670780,Tamale,North,-0.85778,9.47728
Low End,Sister Grace,541028147,Accra,South,0.02294,5.65149
Low End,Akua bar,546125022,Bolga,North,-0.84509,10.7939
Low End,George Bruce,530794658,Accra,South,-0.24065,5.52708
Low End,COPE LAND SPOT(ECOMOCK),553040761,Accra,South,-0.17532,5.71511
Low End,Small London Spot,242115363,Accra,South,-0.24366,5.53904
Low End,Majah Bar,540814999,Damango,North,-0.00681,9.44089
Low End,Great Mensah,549362547,Accra,South,-0.24619,5.53926
Low End,Jetuah Spot,242712988,Accra,South,-1.7787,4.92829
Low End,Moorbaan Guest House,206778463,Bolga,North,-0.84509,10.7939
Low End,Naba bar,556356436,Bolga,North,-0.84509,10.7939
Low End,Sister Bee,248278944,Accra,South,0.02294,5.65149
Low End,Ghana Club,245322658,Accra,South,-0.24619,5.53926
Low End,Linda spot,541723847,Bolga,North,-0.93472,10.9568
Low End,De loin pub,530797591,Tamale,North,-0.85778,9.47728
Low End,Happy Spot,551553266,Accra,South,-1.7787,4.92829
Low End,Blood of Jesus,242508089,Accra,South,0.02294,5.65149
Low End,Green hand,244859358,Accra,South,-0.24619,5.53926
Low End,Alarm bar obuasi,595726254,Bolga,North,-0.84509,10.7939
Low End,Nabil portia,538486093,Bolga,North,-0.84509,10.7939
Low End,De loins pub,530797591,Tamale,North,-0.85778,9.47728
Low End,Sister lovia,502920998,Accra,South,0.02294,5.65149
Low End,Hajia Washington,204692274,Accra,South,-0.24065,5.52708
Low End,Malba Patience,24905591,Damango,North,-0.00681,9.44089
Low End,Step by Step,543232378,Accra,South,-0.24366,5.53904
Low End,Akwasi Namoligu,243368007,Bolga,North,-0.84509,10.7939
Low End,Soweto,248320778,Accra,South,-0.24366,5.53904
Low End,Mama ps Bar,532326799,Damango,North,-0.00681,9.44089
Wholesaler,Gem's man drinking spot,544219266,Accra,North,-2.52644,10.0506
Low End,Customer home,545026022,Accra,South,-0.17532,5.71511
Low End,Lindas bar,242004121,Bolga,North,-0.93472,10.9568
Low End,K G Spot,591475532,Accra,South,-1.7787,4.92829
Low End,Eugene Asare,243352259,Accra,South,0.02294,5.65149
Low End,Mawukonya Spot,245330503,Accra,South,0.02294,5.65149
Low End,Lingalim spot,532858744,Bolga,North,-0.93472,10.9568
Low End,Namw,248241113,Bolga,North,-0.84509,10.7939
Low End,Napok,597315980,Bolga,North,-0.84509,10.7939
Low End,Hagars Inn,243608916,Accra,South,-0.24619,5.53926
Low End,High Way,546991420,Accra,South,-0.24619,5.53926
Low End,Disco 7 Anex,242254017,Tamale,North,-0.85778,9.47728
Low End,DAP MAYS ENTERPRISE (UPSA),248752079,Accra,South,-0.17532,5.71511
Low End,Taadi sports,274452728,Accra,South,0.02294,5.65149
Low End,So Sister,558673835,Accra,South,0.02294,5.65149
Low End,Manayi Bar Bonbong,538367096,Damango,North,-0.00681,9.44089
Low End,Isaacs Lartey,548836355,Accra,South,-0.24065,5.52708
Low End,Kobby Spot,542224713,Accra,South,-1.7787,4.92829
Low End,Alice Gaare  bar,243770307,Bolga,North,-0.84509,10.7939
Low End,Disco 7 bar,245996845,Tamale,North,-0.85778,9.47728
Low End,Testtt,2554585612,Accra,South,-0.24366,5.53904
Low End,Alice Tindong,54283976,Bolga,North,-0.84509,10.7939
Low End,DEFFIZZY,549883838,Accra,South,-0.17532,5.71511
Low End,Sis Akos,246521762,Accra,South,0.02294,5.65149
Low End,Kofi kesse Spot,249458034,Accra,South,-1.7787,4.92829
Low End,Text inn,547743172,Accra,South,-0.24366,5.53904
Low End,Ishmael caterer,550104724,Accra,South,-0.24065,5.52708
Low End,Doras bar,243275846,Tamale,North,-0.85778,9.47728
Low End,Mango base Nabango,241085271,Bolga,North,-0.93472,10.9568
Low End,Mary Natugnia spot,544483320,Bolga,North,-0.93472,10.9568
Low End,Mangoase Bar,246367346,Damango,North,-0.00681,9.44089
Low End,Hospital Stop Point,506984515,Accra,South,-0.24619,5.53926
Low End,Ndaanbil Gbane,531586761,Bolga,North,-0.84509,10.7939
Low End,Masun,025 727 661,Damango,North,-0.00681,9.44089
Low End,Amoah Gladys,551161782,Bolga,North,-0.84509,10.7939
Low End,DEFFIZZY,1234567,Accra,South,-0.17532,5.71511
Low End,Ts))l) Pub,553777487,Accra,South,0.02294,5.65149
Low End,The devil,547797575,Accra,South,-0.24366,5.53904
Low End,Ivy Nii Adjin Abola,275536662,Accra,South,-0.24065,5.52708
Low End,Efo bicycle,244684546,Accra,South,-0.17532,5.71511
Low End,Maame Spot,545906929,Accra,South,-1.7787,4.92829
Low End,Nega,247002798,Bolga,North,-0.84509,10.7939
Low End,Ajia,247960805,Accra,South,0.02294,5.65149
Low End,San me way,249411456,Accra,South,0.02294,5.65149
Low End,Mary spot,598207978,Bolga,North,-0.93472,10.9568
Low End,Nyaaba Evelyn drinking spot ob,594791527,Bolga,North,-0.84509,10.7939
Low End,Dumba Adam yipala bar,553923329,Tamale,North,-0.85778,9.47728
Low End,Unique spot lovers in,544400823,Accra,South,0.02294,5.65149
Low End,Mensah Bar,592161840,Damango,North,-0.00681,9.44089
Low End,Tinash,508754873,Accra,South,-0.24366,5.53904
Low End,James Clottey,503193213,Accra,South,-0.24065,5.52708
Low End,Efo bicycle ??,244684546,Accra,South,-0.17532,5.71511
Low End,Anbanbeo Spot,540533764,Bolga,North,-0.84509,10.7939
Low End,I D bongo Estate,245468741,Accra,South,-0.24619,5.53926
Low End,Meet Me There,242843350,Accra,South,-1.7787,4.92829
Low End,The world,50806277,Accra,South,0.02294,5.65149
Low End,Mary spot Yua,547850929,Bolga,North,-0.93472,10.9568
Low End,Eco Club house,242887264,Tamale,North,-0.85778,9.47728
Low End,Mojahi Pub,551737350,Damango,North,-0.00681,9.44089
Low End,Infinity,540921108,Accra,South,-0.24619,5.53926
Low End,Apana Gold Coast,532454646,Bolga,North,-0.84509,10.7939
Low End,Nyaaba wife bar,598785596,Bolga,North,-0.84509,10.7939
Low End,Toronto Pub,551550458,Accra,South,-0.24366,5.53904
Low End,Who Knows Tomorrow,244494238,Accra,South,0.02294,5.65149
Low End,Holiday Inn Pub,249992699,Accra,South,-0.24619,5.53926
Low End,Elegboyaaaa,598610534,Accra,South,-0.17532,5.71511
Low End,Jemima pub,553312344,Accra,South,-0.24065,5.52708
Low End,The world,50806277,Accra,South,0.02294,5.65149
Low End,Olu Spot,240426221,Accra,South,-1.7787,4.92829
Low End,Low Cost Spot,556662076,Accra,South,-1.7787,4.92829
Low End,Max spot,240123012,Bolga,North,-0.93472,10.9568
Low End,Executive pub,245600198,Tamale,North,-0.85778,9.47728
Low End,Emma,536377111,Tamale,North,-0.85778,9.47728
Low End,Joseph Neequaye Kotey,245123179,Accra,South,-0.24065,5.52708
Low End,Black Image,548182867,Accra,South,0.02294,5.65149
Low End,Max spot,24012413,Bolga,North,-0.93472,10.9568
Low End,Issaku Enterprise,248085168,Accra,South,-0.24619,5.53926
Low End,Six sylinders,557050407,Accra,South,0.02294,5.65149
Low End,who nose tomorrow,24449423,Accra,South,0.02294,5.65149
Low End,Apana Golden coast,532454664,Bolga,North,-0.84509,10.7939
Low End,Obuasi,534521297,Bolga,North,-0.84509,10.7939
Low End,Toronto Pub,247159703,Accra,South,-0.24366,5.53904
Low End,Money Buy Name Bar,5328506167,Damango,North,-0.00681,9.44089
Low End,Jonathan Neequaye,530762318,Accra,South,-0.24065,5.52708
Low End,Nadoondo,590547004,Damango,North,-0.00681,9.44089
Low End,Toronto Pub,243423683,Accra,South,-0.24366,5.53904
Low End,OL drinking spot,257071666,Bolga,North,-0.84509,10.7939
Low End,Apana Gold Coast,532454664,Bolga,North,-0.84509,10.7939
Low End,Jack ent,559393558,Accra,South,-0.24619,5.53926
Low End,ELENAM,536381184,Accra,South,-0.17532,5.71511
Low End,EMELIA AFRIYIE,256773602,Accra,South,-0.17532,5.71511
Low End,Oluu Spot,544827324,Accra,South,-1.7787,4.92829
Low End,Wonder,543007410,Accra,South,0.02294,5.65149
Low End,Chester Ban Hotel,557976885,Accra,South,0.02294,5.65149
Low End,One Corner Spot,595859029,Accra,South,-1.7787,4.92829
Low End,Michael spot,248289714,Bolga,North,-0.93472,10.9568
Low End,Unique,248895231,Accra,South,-0.24366,5.53904
Low End,Olai,559142528,Bolga,North,-0.84509,10.7939
Low End,Pito,558810446,Accra,South,0.02294,5.65149
Low End,Khalishwin Ent,553019748,Accra,South,-0.24065,5.52708
Low End,Janmart,Janmart,Accra,South,-0.24619,5.53926
Low End,Francis bar,596756870,Tamale,North,-0.85778,9.47728
Low End,Azumah Duusi,559461222,Bolga,North,-0.84509,10.7939
Low End,Fausty,599039639,Tamale,North,-0.85778,9.47728
Low End,Monday spot,242096560,Bolga,North,-0.93472,10.9568
Low End,Nimoti Bar,546528635,Damango,North,-0.00681,9.44089
Low End,NJ&B,537258634,Damango,North,-0.00681,9.44089
Low End,Abenas spot,557420801,Chichuliga,North,-1.28498,10.7331
Low End,Emilia mensa burga town,244156471,Accra,South,-0.17532,5.71511
Low End,Joyce Mamprobi,244970695,Accra,South,-0.24065,5.52708
Low End,Jollof,553279006,Accra,South,-0.24619,5.53926
Low End,Toronto spot,249805219,Accra,South,-0.24366,5.53904
Low End,EMELIA AFRIYIE,1234567,Accra,South,-0.17532,5.71511
Low End,Olina Namoligu bar,256446429,Bolga,North,-0.84509,10.7939
Low End,Aganalie spot,249229708,Chichuliga,North,-1.28498,10.7331
Low End,Rasta Spot,554847336,Accra,South,-1.7787,4.92829
Low End,Gafiaro,545280409,Tamale,North,-0.85778,9.47728
Low End,Voos spot,208514717,Accra,South,-0.24366,5.53904
Low End,Azumah duusi bar,O559461223,Bolga,North,-0.84509,10.7939
Low End,14 pub,554581819,Accra,South,0.02294,5.65149
Low End,Killer Tema Coldstore,278969282,Accra,South,-0.24065,5.52708
Low End,Norib Bar,244436499,Damango,North,-0.00681,9.44089
Low End,Nsoh spot,598346608,Bolga,North,-0.93472,10.9568
Low End,Emilia mensa burga town,1234567,Accra,South,-0.17532,5.71511
Low End,Azumah bar,597178780,Bolga,North,-0.84509,10.7939
Low End,Rasta pub,554847336,Accra,South,-1.7787,4.92829
Low End,24 hour,24128466,Accra,South,0.02294,5.65149
Low End,Oliver,506051123,Bolga,North,-0.84509,10.7939
Low End,Orlando spot,547325942,Bolga,North,-0.93472,10.9568
Low End,Happy yourself,249177610,Tamale,North,-0.85778,9.47728
Low End,Oliver,257071665,Bolga,North,-0.84509,10.7939
Low End,Koshie,595506618,Accra,South,-0.24065,5.52708
Low End,Justice,243172341,Accra,South,-0.24619,5.53926
Low End,Agumchaab,245522356,Chichuliga,North,-1.28498,10.7331
Low End,Officer Bar,530183540,Damango,North,-0.00681,9.44089
Low End,K k mango ase,277348260,Accra,South,-0.24619,5.53926
Low End,The Kings,249114321,Accra,South,-1.7787,4.92829
Low End,Way top spot,244652464,Accra,South,-0.24366,5.53904
Low End,Home touch,240998060,Tamale,North,-0.85778,9.47728
Low End,Back Tools spot,596838025,Bolga,North,-0.84509,10.7939
Low End,Koshie fishmonger,271692053,Accra,South,-0.24065,5.52708
Low End,Evelyn Abugah,241914181,Accra,South,-0.17532,5.71511
Low End,Bahabalam,540811044,Bolga,North,-0.84509,10.7939
